Preprocessing,Depth,n_components,Train Accuracy,Test Accuracy
df_zscore_scaled - gini - 16 pca:2 -> Train: 97.67441860465115 - Test: 63.372093023255815,16,2,97.67441860465115,63.372093023255815
clean_df_zscore - gini - 13 pca:7 -> Train: 100.0 - Test: 63.372093023255815,13,7,100.0,63.372093023255815
df_zscore_scaled - gini - 13 pca:3 -> Train: 93.02325581395348 - Test: 63.372093023255815,13,3,93.02325581395348,63.372093023255815
df_zscore_scaled - entropy - 8 pca:3 -> Train: 87.20930232558139 - Test: 63.372093023255815,8,3,87.20930232558139,63.372093023255815
df_zscore_scaled - entropy - 7 pca:3 -> Train: 85.27131782945736 - Test: 63.372093023255815,7,3,85.27131782945736,63.372093023255815
df_zscore_scaled - entropy - 6 pca:3 -> Train: 83.72093023255815 - Test: 63.372093023255815,6,3,83.72093023255815,63.372093023255815
df_zscore_scaled - entropy - 6 pca:5 -> Train: 84.68992248062015 - Test: 63.372093023255815,6,5,84.68992248062015,63.372093023255815
df_zscore_scaled - gini - 22 pca:3 -> Train: 99.6124031007752 - Test: 63.372093023255815,22,3,99.6124031007752,63.372093023255815
clean_df_zscore - entropy - 12 pca:7 -> Train: 100.0 - Test: 63.372093023255815,12,7,100.0,63.372093023255815
df_zscore_scaled - gini - 17 pca:1 -> Train: 94.57364341085271 - Test: 63.372093023255815,17,1,94.57364341085271,63.372093023255815
clean_df_zscore - gini - 14 pca:3 -> Train: 99.03100775193798 - Test: 63.372093023255815,14,3,99.03100775193798,63.372093023255815
df_zscore_scaled - entropy - 19 pca:7 -> Train: 99.03100775193798 - Test: 63.372093023255815,19,7,99.03100775193798,63.372093023255815
clean_df_zscore - gini - 11 pca:3 -> Train: 96.31782945736434 - Test: 63.372093023255815,11,3,96.31782945736434,63.372093023255815
clean_df_zscore - entropy - 8 pca:6 -> Train: 95.73643410852713 - Test: 63.372093023255815,8,6,95.73643410852713,63.372093023255815
clean_df_zscore - entropy - 11 pca:6 -> Train: 99.2248062015504 - Test: 63.372093023255815,11,6,99.2248062015504,63.372093023255815
df_zscore_scaled - gini - 14 pca:4 -> Train: 93.4108527131783 - Test: 63.372093023255815,14,4,93.4108527131783,63.372093023255815
df_zscore_scaled - gini - 13 pca:4 -> Train: 93.02325581395348 - Test: 63.372093023255815,13,4,93.02325581395348,63.372093023255815
df_zscore_scaled - entropy - 27 pca:1 -> Train: 98.06201550387597 - Test: 63.372093023255815,27,1,98.06201550387597,63.372093023255815
df_zscore_scaled - gini - 20 pca:4 -> Train: 98.64341085271317 - Test: 63.372093023255815,20,4,98.64341085271317,63.372093023255815
df_zscore_scaled - entropy - 28 pca:1 -> Train: 98.44961240310077 - Test: 63.372093023255815,28,1,98.44961240310077,63.372093023255815
df_iqr_scaled - entropy - 17 pca:1 -> Train: 96.24217118997912 - Test: 63.125,17,1,96.24217118997912,63.125
clean_df_iqr - entropy - 16 pca:1 -> Train: 85.38622129436325 - Test: 63.125,16,1,85.38622129436325,63.125
df_scaled - entropy - 19 pca:2 -> Train: 98.09027777777779 - Test: 63.020833333333336,19,2,98.09027777777779,63.020833333333336
df_scaled - entropy - 14 pca:2 -> Train: 94.27083333333334 - Test: 63.020833333333336,14,2,94.27083333333334,63.020833333333336
df_scaled - entropy - 10 pca:2 -> Train: 89.40972222222221 - Test: 63.020833333333336,10,2,89.40972222222221,63.020833333333336
df_scaled - entropy - 9 pca:2 -> Train: 86.11111111111111 - Test: 63.020833333333336,9,2,86.11111111111111,63.020833333333336
df_scaled - entropy - 16 pca:5 -> Train: 99.65277777777779 - Test: 63.020833333333336,16,5,99.65277777777779,63.020833333333336
df_scaled - entropy - 21 pca:2 -> Train: 99.13194444444444 - Test: 63.020833333333336,21,2,99.13194444444444,63.020833333333336
df_scaled - entropy - 8 pca:2 -> Train: 83.68055555555556 - Test: 63.020833333333336,8,2,83.68055555555556,63.020833333333336
df - gini - 7 pca:4 -> Train: 88.02083333333334 - Test: 63.020833333333336,7,4,88.02083333333334,63.020833333333336
df - entropy - 11 pca:1 -> Train: 83.68055555555556 - Test: 63.020833333333336,11,1,83.68055555555556,63.020833333333336
df - gini - 8 pca:6 -> Train: 95.65972222222221 - Test: 63.020833333333336,8,6,95.65972222222221,63.020833333333336
df_scaled - gini - 13 pca:3 -> Train: 98.61111111111111 - Test: 63.020833333333336,13,3,98.61111111111111,63.020833333333336
df_scaled - gini - 9 pca:3 -> Train: 92.36111111111111 - Test: 63.020833333333336,9,3,92.36111111111111,63.020833333333336
df_scaled - gini - 8 pca:3 -> Train: 90.45138888888889 - Test: 63.020833333333336,8,3,90.45138888888889,63.020833333333336
df - entropy - 12 pca:1 -> Train: 85.59027777777779 - Test: 63.020833333333336,12,1,85.59027777777779,63.020833333333336
df - entropy - 6 pca:4 -> Train: 86.80555555555556 - Test: 63.020833333333336,6,4,86.80555555555556,63.020833333333336
df_scaled - entropy - 11 pca:5 -> Train: 94.27083333333334 - Test: 63.020833333333336,11,5,94.27083333333334,63.020833333333336
df_scaled - entropy - 12 pca:5 -> Train: 96.70138888888889 - Test: 63.020833333333336,12,5,96.70138888888889,63.020833333333336
df_scaled - entropy - 13 pca:5 -> Train: 97.56944444444444 - Test: 63.020833333333336,13,5,97.56944444444444,63.020833333333336
df - gini - 10 pca:3 -> Train: 91.66666666666666 - Test: 63.020833333333336,10,3,91.66666666666666,63.020833333333336
df_scaled - entropy - 15 pca:5 -> Train: 99.65277777777779 - Test: 63.020833333333336,15,5,99.65277777777779,63.020833333333336
df_zscore_scaled - gini - 16 pca:4 -> Train: 94.96124031007753 - Test: 62.7906976744186,16,4,94.96124031007753,62.7906976744186
df_zscore_scaled - gini - 9 pca:4 -> Train: 87.98449612403101 - Test: 62.7906976744186,9,4,87.98449612403101,62.7906976744186
clean_df_zscore - entropy - 7 pca:5 -> Train: 89.34108527131784 - Test: 62.7906976744186,7,5,89.34108527131784,62.7906976744186
df_zscore_scaled - gini - 15 pca:4 -> Train: 94.57364341085271 - Test: 62.7906976744186,15,4,94.57364341085271,62.7906976744186
df_zscore_scaled - gini - 7 pca:6 -> Train: 88.37209302325581 - Test: 62.7906976744186,7,6,88.37209302325581,62.7906976744186
df_zscore_scaled - gini - 16 pca:3 -> Train: 94.76744186046511 - Test: 62.7906976744186,16,3,94.76744186046511,62.7906976744186
clean_df_zscore - entropy - 11 pca:7 -> Train: 99.8062015503876 - Test: 62.7906976744186,11,7,99.8062015503876,62.7906976744186
df_zscore_scaled - gini - 24 pca:3 -> Train: 100.0 - Test: 62.7906976744186,24,3,100.0,62.7906976744186
df_zscore_scaled - gini - 19 pca:3 -> Train: 97.48062015503875 - Test: 62.7906976744186,19,3,97.48062015503875,62.7906976744186
clean_df_zscore - entropy - 11 pca:5 -> Train: 99.03100775193798 - Test: 62.7906976744186,11,5,99.03100775193798,62.7906976744186
df_zscore_scaled - gini - 15 pca:3 -> Train: 94.18604651162791 - Test: 62.7906976744186,15,3,94.18604651162791,62.7906976744186
df_zscore_scaled - gini - 14 pca:3 -> Train: 93.4108527131783 - Test: 62.7906976744186,14,3,93.4108527131783,62.7906976744186
df_zscore_scaled - gini - 8 pca:4 -> Train: 87.20930232558139 - Test: 62.7906976744186,8,4,87.20930232558139,62.7906976744186
df_zscore_scaled - gini - 16 pca:5 -> Train: 99.8062015503876 - Test: 62.7906976744186,16,5,99.8062015503876,62.7906976744186
clean_df_zscore - gini - 6 pca:5 -> Train: 88.37209302325581 - Test: 62.7906976744186,6,5,88.37209302325581,62.7906976744186
clean_df_zscore - entropy - 6 pca:4 -> Train: 86.43410852713178 - Test: 62.7906976744186,6,4,86.43410852713178,62.7906976744186
clean_df_zscore - entropy - 7 pca:4 -> Train: 89.72868217054264 - Test: 62.7906976744186,7,4,89.72868217054264,62.7906976744186
df_zscore_scaled - gini - 17 pca:5 -> Train: 100.0 - Test: 62.7906976744186,17,5,100.0,62.7906976744186
df_zscore_scaled - gini - 6 pca:6 -> Train: 86.82170542635659 - Test: 62.7906976744186,6,6,86.82170542635659,62.7906976744186
df_zscore_scaled - gini - 13 pca:5 -> Train: 97.67441860465115 - Test: 62.7906976744186,13,5,97.67441860465115,62.7906976744186
df_zscore_scaled - gini - 10 pca:5 -> Train: 93.21705426356588 - Test: 62.7906976744186,10,5,93.21705426356588,62.7906976744186
clean_df_zscore - gini - 12 pca:4 -> Train: 99.6124031007752 - Test: 62.7906976744186,12,4,99.6124031007752,62.7906976744186
df_zscore_scaled - entropy - 17 pca:5 -> Train: 99.8062015503876 - Test: 62.7906976744186,17,5,99.8062015503876,62.7906976744186
df_zscore_scaled - entropy - 15 pca:5 -> Train: 98.44961240310077 - Test: 62.7906976744186,15,5,98.44961240310077,62.7906976744186
df_zscore_scaled - entropy - 14 pca:5 -> Train: 97.09302325581395 - Test: 62.7906976744186,14,5,97.09302325581395,62.7906976744186
df_zscore_scaled - entropy - 13 pca:5 -> Train: 96.70542635658916 - Test: 62.7906976744186,13,5,96.70542635658916,62.7906976744186
df_zscore_scaled - gini - 11 pca:3 -> Train: 89.92248062015504 - Test: 62.7906976744186,11,3,89.92248062015504,62.7906976744186
df_zscore_scaled - entropy - 15 pca:1 -> Train: 89.53488372093024 - Test: 62.7906976744186,15,1,89.53488372093024,62.7906976744186
df_zscore_scaled - gini - 10 pca:2 -> Train: 91.66666666666666 - Test: 62.7906976744186,10,2,91.66666666666666,62.7906976744186
clean_df_zscore - entropy - 6 pca:6 -> Train: 87.40310077519379 - Test: 62.7906976744186,6,6,87.40310077519379,62.7906976744186
df_zscore_scaled - entropy - 15 pca:6 -> Train: 96.12403100775194 - Test: 62.7906976744186,15,6,96.12403100775194,62.7906976744186
df_zscore_scaled - gini - 6 pca:3 -> Train: 83.91472868217055 - Test: 62.7906976744186,6,3,83.91472868217055,62.7906976744186
clean_df_zscore - entropy - 15 pca:3 -> Train: 99.2248062015504 - Test: 62.7906976744186,15,3,99.2248062015504,62.7906976744186
df_zscore_scaled - gini - 6 pca:8 -> Train: 86.62790697674419 - Test: 62.7906976744186,6,8,86.62790697674419,62.7906976744186
df_zscore_scaled - entropy - 5 pca:3 -> Train: 81.78294573643412 - Test: 62.7906976744186,5,3,81.78294573643412,62.7906976744186
df_zscore_scaled - entropy - 34 pca:1 -> Train: 99.6124031007752 - Test: 62.7906976744186,34,1,99.6124031007752,62.7906976744186
df_zscore_scaled - entropy - 35 pca:1 -> Train: 99.6124031007752 - Test: 62.7906976744186,35,1,99.6124031007752,62.7906976744186
df_zscore_scaled - gini - 16 pca:1 -> Train: 93.9922480620155 - Test: 62.7906976744186,16,1,93.9922480620155,62.7906976744186
df_zscore_scaled - entropy - 21 pca:1 -> Train: 94.37984496124031 - Test: 62.7906976744186,21,1,94.37984496124031,62.7906976744186
df_zscore_scaled - gini - 21 pca:1 -> Train: 98.25581395348837 - Test: 62.7906976744186,21,1,98.25581395348837,62.7906976744186
df_zscore_scaled - gini - 8 pca:1 -> Train: 84.10852713178295 - Test: 62.7906976744186,8,1,84.10852713178295,62.7906976744186
df_zscore_scaled - entropy - 22 pca:1 -> Train: 95.34883720930233 - Test: 62.7906976744186,22,1,95.34883720930233,62.7906976744186
df - entropy - 21 pca:4 -> Train: 99.82638888888889 - Test: 62.5,21,4,99.82638888888889,62.5
df - entropy - 20 pca:4 -> Train: 99.47916666666666 - Test: 62.5,20,4,99.47916666666666,62.5
df_iqr_scaled - entropy - 14 pca:1 -> Train: 92.90187891440502 - Test: 62.5,14,1,92.90187891440502,62.5
df - entropy - 19 pca:4 -> Train: 98.95833333333334 - Test: 62.5,19,4,98.95833333333334,62.5
df_scaled - gini - 17 pca:3 -> Train: 99.82638888888889 - Test: 62.5,17,3,99.82638888888889,62.5
df_scaled - gini - 14 pca:3 -> Train: 98.78472222222221 - Test: 62.5,14,3,98.78472222222221,62.5
df - entropy - 7 pca:3 -> Train: 87.84722222222221 - Test: 62.5,7,3,87.84722222222221,62.5
df - entropy - 17 pca:4 -> Train: 98.26388888888889 - Test: 62.5,17,4,98.26388888888889,62.5
df_scaled - gini - 7 pca:5 -> Train: 88.54166666666666 - Test: 62.5,7,5,88.54166666666666,62.5
df - entropy - 14 pca:4 -> Train: 97.04861111111111 - Test: 62.5,14,4,97.04861111111111,62.5
df - entropy - 12 pca:4 -> Train: 95.83333333333334 - Test: 62.5,12,4,95.83333333333334,62.5
df_scaled - gini - 19 pca:3 -> Train: 100.0 - Test: 62.5,19,3,100.0,62.5
df - entropy - 19 pca:2 -> Train: 99.65277777777779 - Test: 62.5,19,2,99.65277777777779,62.5
df - entropy - 12 pca:2 -> Train: 93.40277777777779 - Test: 62.5,12,2,93.40277777777779,62.5
clean_df_iqr - gini - 15 pca:4 -> Train: 100.0 - Test: 62.5,15,4,100.0,62.5
df_zscore_scaled - gini - 7 pca:1 -> Train: 82.17054263565892 - Test: 62.2093023255814,7,1,82.17054263565892,62.2093023255814
df_zscore_scaled - gini - 6 pca:1 -> Train: 80.62015503875969 - Test: 62.2093023255814,6,1,80.62015503875969,62.2093023255814
clean_df_zscore - gini - 10 pca:1 -> Train: 84.30232558139535 - Test: 62.2093023255814,10,1,84.30232558139535,62.2093023255814
df_zscore_scaled - gini - 10 pca:1 -> Train: 86.62790697674419 - Test: 62.2093023255814,10,1,86.62790697674419,62.2093023255814
df_zscore_scaled - gini - 23 pca:1 -> Train: 99.2248062015504 - Test: 62.2093023255814,23,1,99.2248062015504,62.2093023255814
df_zscore_scaled - entropy - 20 pca:1 -> Train: 93.4108527131783 - Test: 62.2093023255814,20,1,93.4108527131783,62.2093023255814
df_zscore_scaled - gini - 19 pca:1 -> Train: 97.09302325581395 - Test: 62.2093023255814,19,1,97.09302325581395,62.2093023255814
clean_df_zscore - entropy - 9 pca:7 -> Train: 98.25581395348837 - Test: 62.2093023255814,9,7,98.25581395348837,62.2093023255814
df_zscore_scaled - entropy - 19 pca:1 -> Train: 93.02325581395348 - Test: 62.2093023255814,19,1,93.02325581395348,62.2093023255814
df_zscore_scaled - entropy - 16 pca:1 -> Train: 90.11627906976744 - Test: 62.2093023255814,16,1,90.11627906976744,62.2093023255814
clean_df_zscore - gini - 8 pca:1 -> Train: 80.42635658914729 - Test: 62.2093023255814,8,1,80.42635658914729,62.2093023255814
df_zscore_scaled - entropy - 14 pca:1 -> Train: 88.56589147286822 - Test: 62.2093023255814,14,1,88.56589147286822,62.2093023255814
df_zscore_scaled - gini - 22 pca:1 -> Train: 98.64341085271317 - Test: 62.2093023255814,22,1,98.64341085271317,62.2093023255814
df_zscore_scaled - gini - 24 pca:1 -> Train: 99.4186046511628 - Test: 62.2093023255814,24,1,99.4186046511628,62.2093023255814
df_zscore_scaled - entropy - 15 pca:2 -> Train: 95.93023255813954 - Test: 62.2093023255814,15,2,95.93023255813954,62.2093023255814
df_zscore_scaled - gini - 5 pca:3 -> Train: 81.97674418604652 - Test: 62.2093023255814,5,3,81.97674418604652,62.2093023255814
df_zscore_scaled - gini - 17 pca:2 -> Train: 98.44961240310077 - Test: 62.2093023255814,17,2,98.44961240310077,62.2093023255814
df_zscore_scaled - gini - 9 pca:3 -> Train: 87.79069767441861 - Test: 62.2093023255814,9,3,87.79069767441861,62.2093023255814
clean_df_zscore - gini - 9 pca:3 -> Train: 93.6046511627907 - Test: 62.2093023255814,9,3,93.6046511627907,62.2093023255814
clean_df_zscore - entropy - 12 pca:4 -> Train: 99.4186046511628 - Test: 62.2093023255814,12,4,99.4186046511628,62.2093023255814
df_zscore_scaled - gini - 17 pca:3 -> Train: 95.93023255813954 - Test: 62.2093023255814,17,3,95.93023255813954,62.2093023255814
clean_df_zscore - entropy - 13 pca:2 -> Train: 95.15503875968993 - Test: 62.2093023255814,13,2,95.15503875968993,62.2093023255814
df_zscore_scaled - entropy - 18 pca:2 -> Train: 98.06201550387597 - Test: 62.2093023255814,18,2,98.06201550387597,62.2093023255814
df_zscore_scaled - entropy - 24 pca:2 -> Train: 99.8062015503876 - Test: 62.2093023255814,24,2,99.8062015503876,62.2093023255814
df_zscore_scaled - entropy - 18 pca:5 -> Train: 100.0 - Test: 62.2093023255814,18,5,100.0,62.2093023255814
df_zscore_scaled - gini - 18 pca:3 -> Train: 96.51162790697676 - Test: 62.2093023255814,18,3,96.51162790697676,62.2093023255814
df_zscore_scaled - gini - 13 pca:2 -> Train: 94.76744186046511 - Test: 62.2093023255814,13,2,94.76744186046511,62.2093023255814
clean_df_zscore - gini - 18 pca:3 -> Train: 100.0 - Test: 62.2093023255814,18,3,100.0,62.2093023255814
clean_df_zscore - gini - 17 pca:3 -> Train: 99.8062015503876 - Test: 62.2093023255814,17,3,99.8062015503876,62.2093023255814
df_zscore_scaled - gini - 21 pca:3 -> Train: 98.83720930232558 - Test: 62.2093023255814,21,3,98.83720930232558,62.2093023255814
df_zscore_scaled - entropy - 13 pca:2 -> Train: 93.21705426356588 - Test: 62.2093023255814,13,2,93.21705426356588,62.2093023255814
clean_df_zscore - gini - 15 pca:3 -> Train: 99.6124031007752 - Test: 62.2093023255814,15,3,99.6124031007752,62.2093023255814
df_zscore_scaled - gini - 11 pca:2 -> Train: 92.44186046511628 - Test: 62.2093023255814,11,2,92.44186046511628,62.2093023255814
clean_df_zscore - gini - 8 pca:5 -> Train: 94.96124031007753 - Test: 62.2093023255814,8,5,94.96124031007753,62.2093023255814
df - entropy - 13 pca:4 -> Train: 96.52777777777779 - Test: 61.979166666666664,13,4,96.52777777777779,61.979166666666664
df_scaled - entropy - 11 pca:2 -> Train: 90.45138888888889 - Test: 61.979166666666664,11,2,90.45138888888889,61.979166666666664
df - entropy - 8 pca:4 -> Train: 90.625 - Test: 61.979166666666664,8,4,90.625,61.979166666666664
df - gini - 11 pca:7 -> Train: 99.82638888888889 - Test: 61.979166666666664,11,7,99.82638888888889,61.979166666666664
df_scaled - entropy - 7 pca:4 -> Train: 86.11111111111111 - Test: 61.979166666666664,7,4,86.11111111111111,61.979166666666664
df_scaled - entropy - 9 pca:4 -> Train: 90.625 - Test: 61.979166666666664,9,4,90.625,61.979166666666664
df - entropy - 22 pca:4 -> Train: 100.0 - Test: 61.979166666666664,22,4,100.0,61.979166666666664
df - gini - 10 pca:7 -> Train: 98.78472222222221 - Test: 61.979166666666664,10,7,98.78472222222221,61.979166666666664
df_scaled - entropy - 12 pca:2 -> Train: 91.66666666666666 - Test: 61.979166666666664,12,2,91.66666666666666,61.979166666666664
df_scaled - entropy - 22 pca:2 -> Train: 99.30555555555556 - Test: 61.979166666666664,22,2,99.30555555555556,61.979166666666664
df - gini - 14 pca:1 -> Train: 92.53472222222221 - Test: 61.979166666666664,14,1,92.53472222222221,61.979166666666664
df - gini - 12 pca:1 -> Train: 88.19444444444444 - Test: 61.979166666666664,12,1,88.19444444444444,61.979166666666664
df - entropy - 10 pca:4 -> Train: 92.88194444444444 - Test: 61.979166666666664,10,4,92.88194444444444,61.979166666666664
df - gini - 9 pca:6 -> Train: 97.74305555555556 - Test: 61.979166666666664,9,6,97.74305555555556,61.979166666666664
df - entropy - 8 pca:3 -> Train: 89.93055555555556 - Test: 61.979166666666664,8,3,89.93055555555556,61.979166666666664
df_zscore_scaled - gini - 18 pca:1 -> Train: 96.31782945736434 - Test: 61.627906976744185,18,1,96.31782945736434,61.627906976744185
df_zscore_scaled - entropy - 23 pca:2 -> Train: 99.6124031007752 - Test: 61.627906976744185,23,2,99.6124031007752,61.627906976744185
df_zscore_scaled - entropy - 25 pca:2 -> Train: 99.8062015503876 - Test: 61.627906976744185,25,2,99.8062015503876,61.627906976744185
df_zscore_scaled - gini - 19 pca:4 -> Train: 97.86821705426357 - Test: 61.627906976744185,19,4,97.86821705426357,61.627906976744185
df_zscore_scaled - gini - 26 pca:1 -> Train: 100.0 - Test: 61.627906976744185,26,1,100.0,61.627906976744185
clean_df_zscore - entropy - 10 pca:7 -> Train: 99.4186046511628 - Test: 61.627906976744185,10,7,99.4186046511628,61.627906976744185
df_zscore_scaled - gini - 23 pca:3 -> Train: 99.8062015503876 - Test: 61.627906976744185,23,3,99.8062015503876,61.627906976744185
clean_df_zscore - gini - 9 pca:7 -> Train: 96.89922480620154 - Test: 61.627906976744185,9,7,96.89922480620154,61.627906976744185
df_zscore_scaled - gini - 20 pca:1 -> Train: 97.48062015503875 - Test: 61.627906976744185,20,1,97.48062015503875,61.627906976744185
df_zscore_scaled - gini - 25 pca:1 -> Train: 99.8062015503876 - Test: 61.627906976744185,25,1,99.8062015503876,61.627906976744185
df_zscore_scaled - gini - 15 pca:1 -> Train: 93.21705426356588 - Test: 61.627906976744185,15,1,93.21705426356588,61.627906976744185
df_zscore_scaled - gini - 17 pca:4 -> Train: 96.31782945736434 - Test: 61.627906976744185,17,4,96.31782945736434,61.627906976744185
clean_df_zscore - gini - 10 pca:3 -> Train: 94.96124031007753 - Test: 61.627906976744185,10,3,94.96124031007753,61.627906976744185
clean_df_zscore - entropy - 4 pca:1 -> Train: 71.51162790697676 - Test: 61.627906976744185,4,1,71.51162790697676,61.627906976744185
df_zscore_scaled - entropy - 37 pca:1 -> Train: 99.8062015503876 - Test: 61.627906976744185,37,1,99.8062015503876,61.627906976744185
clean_df_zscore - gini - 12 pca:3 -> Train: 97.86821705426357 - Test: 61.627906976744185,12,3,97.86821705426357,61.627906976744185
clean_df_zscore - gini - 16 pca:3 -> Train: 99.6124031007752 - Test: 61.627906976744185,16,3,99.6124031007752,61.627906976744185
clean_df_zscore - entropy - 12 pca:8 -> Train: 100.0 - Test: 61.627906976744185,12,8,100.0,61.627906976744185
df_zscore_scaled - entropy - 18 pca:1 -> Train: 92.44186046511628 - Test: 61.627906976744185,18,1,92.44186046511628,61.627906976744185
df_zscore_scaled - entropy - 12 pca:1 -> Train: 86.82170542635659 - Test: 61.627906976744185,12,1,86.82170542635659,61.627906976744185
df_zscore_scaled - entropy - 36 pca:1 -> Train: 99.8062015503876 - Test: 61.627906976744185,36,1,99.8062015503876,61.627906976744185
df_zscore_scaled - entropy - 16 pca:5 -> Train: 99.6124031007752 - Test: 61.627906976744185,16,5,99.6124031007752,61.627906976744185
df_zscore_scaled - entropy - 38 pca:1 -> Train: 100.0 - Test: 61.627906976744185,38,1,100.0,61.627906976744185
clean_df_zscore - gini - 7 pca:5 -> Train: 91.86046511627907 - Test: 61.627906976744185,7,5,91.86046511627907,61.627906976744185
df_zscore_scaled - entropy - 8 pca:1 -> Train: 82.75193798449612 - Test: 61.627906976744185,8,1,82.75193798449612,61.627906976744185
df_zscore_scaled - entropy - 11 pca:5 -> Train: 94.37984496124031 - Test: 61.627906976744185,11,5,94.37984496124031,61.627906976744185
clean_df_zscore - gini - 10 pca:2 -> Train: 94.57364341085271 - Test: 61.627906976744185,10,2,94.57364341085271,61.627906976744185
df_zscore_scaled - gini - 9 pca:1 -> Train: 85.07751937984496 - Test: 61.627906976744185,9,1,85.07751937984496,61.627906976744185
df_zscore_scaled - gini - 11 pca:1 -> Train: 87.98449612403101 - Test: 61.627906976744185,11,1,87.98449612403101,61.627906976744185
df_zscore_scaled - gini - 22 pca:4 -> Train: 99.4186046511628 - Test: 61.627906976744185,22,4,99.4186046511628,61.627906976744185
df_zscore_scaled - entropy - 11 pca:2 -> Train: 90.11627906976744 - Test: 61.627906976744185,11,2,90.11627906976744,61.627906976744185
clean_df_zscore - gini - 3 pca:1 -> Train: 72.28682170542635 - Test: 61.627906976744185,3,1,72.28682170542635,61.627906976744185
df - gini - 13 pca:1 -> Train: 90.27777777777779 - Test: 61.458333333333336,13,1,90.27777777777779,61.458333333333336
df_scaled - gini - 8 pca:4 -> Train: 90.79861111111111 - Test: 61.458333333333336,8,4,90.79861111111111,61.458333333333336
df - gini - 19 pca:2 -> Train: 99.82638888888889 - Test: 61.458333333333336,19,2,99.82638888888889,61.458333333333336
df - gini - 16 pca:1 -> Train: 96.35416666666666 - Test: 61.458333333333336,16,1,96.35416666666666,61.458333333333336
df - gini - 18 pca:1 -> Train: 98.09027777777779 - Test: 61.458333333333336,18,1,98.09027777777779,61.458333333333336
df - gini - 20 pca:1 -> Train: 99.30555555555556 - Test: 61.458333333333336,20,1,99.30555555555556,61.458333333333336
df - gini - 21 pca:1 -> Train: 99.65277777777779 - Test: 61.458333333333336,21,1,99.65277777777779,61.458333333333336
df - gini - 22 pca:1 -> Train: 99.82638888888889 - Test: 61.458333333333336,22,1,99.82638888888889,61.458333333333336
df_scaled - gini - 8 pca:2 -> Train: 86.28472222222221 - Test: 61.458333333333336,8,2,86.28472222222221,61.458333333333336
df - gini - 23 pca:1 -> Train: 99.82638888888889 - Test: 61.458333333333336,23,1,99.82638888888889,61.458333333333336
df - gini - 24 pca:1 -> Train: 100.0 - Test: 61.458333333333336,24,1,100.0,61.458333333333336
df - gini - 11 pca:6 -> Train: 99.65277777777779 - Test: 61.458333333333336,11,6,99.65277777777779,61.458333333333336
df - gini - 12 pca:7 -> Train: 100.0 - Test: 61.458333333333336,12,7,100.0,61.458333333333336
df_scaled - entropy - 8 pca:4 -> Train: 87.32638888888889 - Test: 61.458333333333336,8,4,87.32638888888889,61.458333333333336
df - gini - 20 pca:2 -> Train: 100.0 - Test: 61.458333333333336,20,2,100.0,61.458333333333336
df - entropy - 33 pca:1 -> Train: 99.82638888888889 - Test: 61.458333333333336,33,1,99.82638888888889,61.458333333333336
df - gini - 18 pca:2 -> Train: 99.65277777777779 - Test: 61.458333333333336,18,2,99.65277777777779,61.458333333333336
df - entropy - 11 pca:4 -> Train: 93.40277777777779 - Test: 61.458333333333336,11,4,93.40277777777779,61.458333333333336
df - gini - 16 pca:2 -> Train: 99.13194444444444 - Test: 61.458333333333336,16,2,99.13194444444444,61.458333333333336
df - entropy - 15 pca:4 -> Train: 97.74305555555556 - Test: 61.458333333333336,15,4,97.74305555555556,61.458333333333336
df - entropy - 31 pca:1 -> Train: 99.65277777777779 - Test: 61.458333333333336,31,1,99.65277777777779,61.458333333333336
df - gini - 14 pca:2 -> Train: 97.56944444444444 - Test: 61.458333333333336,14,2,97.56944444444444,61.458333333333336
df - entropy - 10 pca:2 -> Train: 90.10416666666666 - Test: 61.458333333333336,10,2,90.10416666666666,61.458333333333336
df - entropy - 32 pca:1 -> Train: 99.65277777777779 - Test: 61.458333333333336,32,1,99.65277777777779,61.458333333333336
df - entropy - 34 pca:1 -> Train: 99.82638888888889 - Test: 61.458333333333336,34,1,99.82638888888889,61.458333333333336
df - entropy - 35 pca:1 -> Train: 100.0 - Test: 61.458333333333336,35,1,100.0,61.458333333333336
df_zscore_scaled - gini - 1 pca:4 -> Train: 68.9922480620155 - Test: 61.04651162790697,1,4,68.9922480620155,61.04651162790697
df_zscore_scaled - entropy - 12 pca:5 -> Train: 94.96124031007753 - Test: 61.04651162790697,12,5,94.96124031007753,61.04651162790697
df_zscore_scaled - gini - 1 pca:3 -> Train: 68.9922480620155 - Test: 61.04651162790697,1,3,68.9922480620155,61.04651162790697
df_zscore_scaled - entropy - 13 pca:1 -> Train: 88.17829457364341 - Test: 61.04651162790697,13,1,88.17829457364341,61.04651162790697
df_zscore_scaled - gini - 18 pca:4 -> Train: 97.28682170542635 - Test: 61.04651162790697,18,4,97.28682170542635,61.04651162790697
df_zscore_scaled - entropy - 1 pca:4 -> Train: 68.9922480620155 - Test: 61.04651162790697,1,4,68.9922480620155,61.04651162790697
df_zscore_scaled - gini - 1 pca:5 -> Train: 68.9922480620155 - Test: 61.04651162790697,1,5,68.9922480620155,61.04651162790697
df_zscore_scaled - gini - 1 pca:8 -> Train: 68.9922480620155 - Test: 61.04651162790697,1,8,68.9922480620155,61.04651162790697
df_zscore_scaled - entropy - 9 pca:1 -> Train: 83.91472868217055 - Test: 61.04651162790697,9,1,83.91472868217055,61.04651162790697
